p_val;avg_logFC;pct.1;pct.2;p_val_adj;cluster_fine;cluster_coarse;gene;cluster_group
0;1,924957641;0,952;0,36;0;MAC-DC;MAC-DC;CD74;
0;1,879611278;0,328;0,001;0;MAC-DC;MAC-DC;CD1E;
0;1,860791914;0,368;0,044;0;MAC-DC;MAC-DC;HLA-DQA2;
0;1,835211154;0,296;0,012;0;MAC-DC;MAC-DC;F13A1;
0;1,825970928;0,417;0,004;0;MAC-DC;MAC-DC;PLEK;
0;1,803802596;0,576;0,047;0;MAC-DC;MAC-DC;LCP1;
0;1,784042056;0,365;0,009;0;MAC-DC;MAC-DC;MRC1;
0;1,694107177;0,435;0,055;0;MAC-DC;MAC-DC;HLA-DRB6;
0;1,684812577;0,354;0,013;0;MAC-DC;MAC-DC;CD83;
0;1,644570343;0,501;0,056;0;MAC-DC;MAC-DC;HLA-DMB;
0;1,630308738;0,405;0,005;0;MAC-DC;MAC-DC;CLEC7A;
0;1,625913701;0,565;0,099;0;MAC-DC;MAC-DC;CTSZ;
0;3,113625818;0,734;0,041;0;TC;TC;CD52;
0;2,861709882;0,743;0,125;0;TC;TC;IL32;
0;2,832557634;0,564;0,012;0;TC;TC;CD3D;
0;2,827049391;0,394;0,012;0;TC;TC;CD69;
0;2,76864454;0,481;0,023;0;TC;TC;LTB;
0;2,541474494;0,49;0,014;0;TC;TC;PTPRCAP;
0;2,518642666;0,533;0,041;0;TC;TC;PTPRC;
0;2,480338809;0,298;0,016;0;TC;TC;TNF;
0;2,345560242;0,399;0,011;0;TC;TC;CD2;
0;2,265693487;0,478;0,038;0;TC;TC;HCST;
0;2,251972246;0,42;0,025;0;TC;TC;ALOX5AP;
0;2,237268712;0,339;0,013;0;TC;TC;IL7R;
0;2,209489925;0,373;0,02;0;TC;TC;ACAP1;
0;2,178615262;0,433;0,03;0;TC;TC;CORO1A;
0;2,06133335;0,332;0,02;0;TC;TC;FYB;
0;2,045638918;0,261;0,025;0;TC;TC;CXCR4;
0;1,802507939;0,27;0,005;0;TC;TC;CD3E;
0;1,793420482;0,301;0,024;0;TC;TC;IL2RG;
0;1,767625807;0,519;0,255;0;TC;TC;JUNB;
0;1,761495686;0,332;0,049;0;TC;TC;STK17B;
0;1,757144668;0,457;0,172;0;TC;TC;FOS;
0;1,742735551;0,329;0,064;0;TC;TC;BIRC3;
0;1,692201692;0,255;0,015;0;TC;TC;SAMSN1;
0;1,659004887;0,268;0,018;0;TC;TC;RAC2;
0;1,635107947;0,263;0,025;0;TC;TC;CD53;
0;1,609645282;0,262;0,052;0;TC;TC;BCL11B;
0;1,533614595;0,4;0,176;0;TC;TC;ZFP36;
0;1,495926782;0,446;0,137;0;TC;TC;SRGN;
0;1,48506462;0,304;0,056;0;TC;TC;LAPTM5;
0;1,447709318;0,481;0,229;0;TC;TC;ID2;
0;1,415475008;0,515;0,287;0;TC;TC;KLF6;
0;1,389266121;0,295;0,044;0;TC;TC;LCP1;
0;1,345838887;0,322;0,086;0;TC;TC;COTL1;
0;1,307568698;0,409;0,153;0;TC;TC;ARHGDIB;
0;1,286512567;0,529;0,243;0;TC;TC;CYBA;
0;1,274746313;0,656;0,403;0;TC;TC;SH3BGRL3;
0;1,239653786;0,851;0,447;0;TC;TC;S100A4;
9,31E-251;1,39466463;0,292;0,126;1,70E-246;TC;TC;DNAJB1;
1,41E-205;1,269038036;0,412;0,246;2,57E-201;TC;TC;HSPA1A;
2,90E-202;1,23891534;0,338;0,179;5,29E-198;TC;TC;LPAR6;
