Cell Type;Cluster;Marker;Subclust_name;Clust_num;Subcluster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;HIST1H1C;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocyte;Cluster 5;MT1X;Keratinocyte;5;Keratinocyte-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;FABP4;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;DARC;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;CLDN5;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;TM4SF1;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;IFI27;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;RBP7;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;GNG11;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;AQP1;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;GIMAP7;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;RAMP3;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;PLVAP;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;ECSCR;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;CD74;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;CLEC14A;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;SPARCL1;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;A2M;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;RAMP2;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;EGFL7;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;NPDC1;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;SOX17;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;LMCD1;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;HLA-E;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;SLC9A3R2;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;ESAM;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;ELTD1;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;EMCN;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;TSPAN7;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;VWF;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;GIMAP4;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;HLA-DMA;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;HLA-DPA1;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;HLA-DRB1;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;JAM2;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;CRIP2;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;CAV1;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;SELE;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;SDPR;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;RCAN1;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;BST2;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;TSC22D1;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;MGLL;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;SOCS3;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;ICAM1;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;TNFSF10;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;CD36;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;PHLDA1;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;TXNIP;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;IL6;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;RGS5;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endothelial cell;Cluster 1;ID1;Endothelial cell;1;Endothelial cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;RERGL;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;ACTA2;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;TAGLN;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;CYCS;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;TPM2;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;MYL9;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;MYH11;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;DSTN;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;ADIRF;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;SORBS2;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;TINAGL1;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;NET1;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;EIF4A3;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;GADD45B;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;LBH;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;SNCG;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;MCAM;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;PLN;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;C11orf96;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;MT1A;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;SPARCL1;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;CCL2;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;ADAMTS1;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;RCAN2;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;CSRP2;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;TPM1;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;ZNRD1;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;MAP3K7CL;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;FRZB;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;RRAD;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;CCDC3;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;GEM;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;DNAJB9;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;MTHFD2;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;HES4;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;ZNF331;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;GLA;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;PPP1R15A;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;CDKN1A;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;IL6;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;ATF3;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;RGS16;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;CSRNP1;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;NTRK2;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;DDIT4;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;CRISPLD2;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;MT1M;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;SLFN11;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;NR4A2;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 1;CCL8;Pericyte;1;Pericyte-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;RGS16;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;RGS5;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;IGFBP7;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;TAGLN;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;CCL2;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;C8orf4;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;EPS8;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;ID4;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;RERG;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;NDUFA4L2;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;STEAP4;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;MT2A;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;ANGPT2;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;LHFP;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;CALD1;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;GPM6B;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;Sep7;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;TINAGL1;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;MT1A;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;COX4I2;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;ARHGDIB;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;GEM;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;CRISPLD2;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;SOCS3;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;RASD1;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;CPE;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;NR2F2;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;IRF1;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;DDIT4;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;GJA4;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;ZFP36;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;COL18A1;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;ADAMTS4;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;TFPI;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;ADAMTS1;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;ARID5A;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;CEBPD;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;CPM;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;PDGFRB;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;MT1M;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;C11orf96;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;SYNPO2;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;MTHFD2;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;SLC2A3;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;FILIP1L;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;MYC;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;C10orf10;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;PHLDA1;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;IL6;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pericyte;Cluster 2;CXCL2;Pericyte;2;Pericyte-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;IL8;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;HLA-DRA;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;HLA-DPB1;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;IL1B;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;HLA-DPA1;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;HLA-DRB1;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;HLA-DQA1;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;HLA-DQB1;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;LYZ;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;FCER1A;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;PLAUR;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;CD74;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;INSIG1;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;GPR183;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;AIF1;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;TYROBP;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;MS4A6A;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;FCER1G;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;CD83;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;PLEK;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;HLA-DMA;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;LST1;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;CLEC10A;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;SRGN;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;HLA-DMB;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;LGALS2;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;MMP9;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;CST3;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;FCGR2B;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;C1QA;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;SAT1;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;HLA-DRB5;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;C15orf48;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;CPVL;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;CXCL3;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;HLA-DQA2;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;CCL3;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;COTL1;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;FOLR2;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;IL1R2;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;C1QB;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;G0S2;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;CCL4;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;SELK;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;RNASE1;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;DUSP2;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;BIRC3;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;CCR7;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;RGS2;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophage/DC;Cluster 1;CXCL2;Macrophage/DC;1;Macrophage/DC-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;CXCR4;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;LTB;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;CD52;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cell;Cluster 1;IL32;T cell;1;T cell-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
