Cell Type;clust_basic;Gene;Subclust_name;Clust_num;Subcluster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;FCER1G;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;FTL;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;FGL2;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;CD68;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;CXCL3;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 2;C5AR1;Macrophages;2;2-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);CXCL8;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);CD83;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);SERPINB9;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);REL;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);HLA-DRA;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);C15orf48;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);HLA-DPB1;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);CCL22;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);HLA-DQA1;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);MYO1G;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);CSF2RA;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);GPR183;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);FAM49A;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);HLA-DRB1;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);CCR7;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);MIR155HG;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);CD74;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);MALAT1;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);KYNU;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);MAP4K4;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);SAT1;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);RGS1;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);HLA-DPA1;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);SAMSN1;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);FNBP1;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);GPR157;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);MT-ND4;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);CST7;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);ST8SIA4;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macrophages;Cluster 3 (inflammatory macrophages);BCAT1;Macrophages;3;3-Macrophages;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);DMKN;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);KRT1;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);S100A14;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);DSP;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);SFN;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);KRTDAP;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);KRT10;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);PERP;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);LY6D;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);LGALS7B;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);DSC3;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);CLDN1;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);JUP;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);SERPINB5;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);AQP3;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);SBSN;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);TRIM29;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);IRF6;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);CCL27;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);LYPD3;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);S100A16;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);TACSTD2;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);FXYD3;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);RPS18;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);RHOV;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);DSG1;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);CSTA;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);FGFBP1;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);PKP1;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 1 (differentitated);RPLP1;KC;1;1-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);KRT14;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);KRT5;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);S100A2;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);COL17A1;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);DST;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);KRT15;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);SFN;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);POSTN;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);PERP;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);SERPINB2;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);CXCL14;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);SYT8;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);SERPINB5;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);CCL27;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);RND3;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);DSP;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);DSC3;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);C19orf33;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);LGALS7B;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);IL18;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);HOPX;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);CAV1;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);TNS4;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);RPLP1;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);TACSTD2;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);TNFRSF12A;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);LIMA1;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);CLDN1;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);FXYD3;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 2 (undifferentiated);IGFBP3;KC;2;2-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);KRT5;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);MT1X;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);KRT14;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);LGALS7B;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);LY6D;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);DMKN;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);CCL27;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);HOPX;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);TPPP3;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);KRT1;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);CXCL14;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);MT1E;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);PERP;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);FXYD3;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);DSP;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);SFN;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);S100A14;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);AQP3;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);S100A2;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);COL17A1;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);PLP2;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);MT1G;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);TRIM29;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);RPLP1;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);SERPINB5;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);DSC3;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);RPL10A;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);MT2A;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);KRT10;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keratinocytes (KC);Cluster 3 (proliferating KC);RPS24;KC;3;3-KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);CD7;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);PTPRC;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);LINC01871;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);CD3D;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);JAML;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);ARHGDIB;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);CLEC2D;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);CD3E;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);CD69;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);CD8A;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);CXCR4;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);RAC2;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);SRGN;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);CD96;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);TSC22D3;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);CD52;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);CD2;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
